,United States,Argentina,Ghana,Oman,Angola,Namibia,Botswana,Indonesia,China,Gabon,Kenya,Algeria,Burma,Congo (Brazzaville),Egypt,India,"Korea, South",Iran,Israel,Cote D'Ivoire,Morocco,Malaysia,Mozambique,Pakistan,Philippines,Tanzania,Mali,Turkey,Peru,Bolivia,Mexico,Canada,Costa Rica,Russia,Brazil,Kazakhstan,Germany,Slovenia,Austria,France,United Kingdom,Spain,Tunisia,Zimbabwe,South Africa,Australia,Azerbaijan,Sweden,Norway,Bulgaria,Hungary,Western Sahara,Burkina Faso,Uganda,New Zealand,Denmark,Somalia,Mauritania,Niger,Senegal,Sierra Leone,Togo,Zambia,Cyprus,Iraq,Japan,Jordan,Taiwan,Thailand,Guinea,Congo (Kinshasa),Mongolia,Guatemala,Poland,Laos,Italy,Guyana,Jamaica,Venezuela,Fiji,Suriname,Cameroon,Solomon Islands,Ireland,Malawi,Afghanistan,Finland,Sri Lanka,Chile,Bosnia and Herzegovina,Montenegro,Libya,Saudi Arabia,Uzbekistan,Greece,Ecuador,Serbia,Ethiopia,Slovakia,Albania,Czech Republic,Romania,Ukraine,Macedonia,Colombia,Cuba,Burundi,"Korea, North",Syria,Estonia,Nauru,Portugal,Papua New Guinea,Georgia,Tajikistan,Kyrgyzstan,Armenia,Madagascar,Swaziland,Honduras,Haiti,Dominican Republic,Sudan,Panama,Belize,El Salvador,Nicaragua,Uruguay,Saint Kitts and Nevis,Saint Vincent and the Grenadines,Saint Lucia,Dominica,Antigua and Barbuda,"Bahamas, the","Bahamas, The",Netherlands,Barbados,Paraguay,Cambodia,Vietnam,Lesotho,Liberia,Vanuatu,Palau,Antarctica,Rwanda,Croatia,Turkmenistan,Nigeria,Belgium,Belarus,Qatar,Benin,Bangladesh,Nepal,Lebanon,Switzerland,Luxembourg,United Arab Emirates,Singapore,Lithuania,Trinidad and Tobago,Bahrain,"Gambia, the",Iceland,"Russia, Kazakhstan"
0,266599,2400,72,4,13,72,38,107,1053,15,23,225,92,11,200,781,122,411,26,23,119,111,30,48,359,65,23,254,3055,1661,4763,1551,452,1394,2078,284,181,11,38,481,103,174,67,262,705,1195,12,106,80,30,40,4,15,27,209,16,165,11,15,13,24,7,112,13,49,415,17,39,253,30,112,14,191,59,244,137,584,357,637,10,152,10,3,24,12,33,84,16,4081,26,7,55,39,60,64,591,41,40,21,45,33,43,109,16,1016,450,9,15,9,4,4,33,82,21,37,40,22,62,11,262,68,106,14,287,9,39,66,258,8,1,10,2,6,6,1,17,1,48,52,33,2,17,1,1,2,4,8,6,14,22,4,1,2,3,3,1,3,3,1,1,1,1,1,1,1,1
